RegistrationNo,ProductName,TotalContent,FirstProve,Period,Toxicity,Company,Remark,ScrapedAt
PD20211282,bifenthrin、clothianidin,1%,2021.08.06,2031.08.05,Lowly Toxic,"ZHENGZHOU ZHENG SHI CHEMICAL CO., LTD",2023年11月21日，增加草坪蛴螬。,2026-05-03T19:10:30.116160
PD20211281,lufenuron,10%,2021.08.06,2031.08.05,Lowly Toxic,"Jiangxi Zhonghe Chemical Co., Ltd.",2026年3月2日，增加石榴树桃蛀螟。,2026-05-03T19:10:30.116160
PD20211280,spirotetramat、flonicamid,30%,2021.08.06,2031.08.05,Lowly Toxic,"HENAN HANSI CROP PROTECTION CO., LTD.",,2026-05-03T19:10:30.116160
PD20211273,etoxazole、bifenazate,45%,2021.08.06,2031.08.05,Lowly Toxic,"CAC NANTONG CHEMICAL CO., LTD",,2026-05-03T19:10:30.116160
PD20211271,thiamethoxam、metalaxyl-M、fludioxonil,25%,2021.08.06,2031.08.05,Lowly Toxic,"Jilin Ji nine Agricultural Science and Pesticide Co., Ltd.",2023年6月21日，增加大豆根腐病、大豆蚜虫。 2024年6月11日，增加水稻烂秧病、水稻蓟马。,2026-05-03T19:10:30.116160
PD20211268,pretilachlor、oxadiargyl、clomazone,48%,2021.08.06,2031.08.05,Lowly Toxic,"Heilongjiang Punongfeng Biological Technology Development Co., Ltd.",,2026-05-03T19:10:30.116160
PD20211266,pretilachlor、bensulfuron-methyl,40%,2021.08.06,2031.08.05,Lowly Toxic,"Zhejiang Tianyi Biotechnology Co., Ltd.",2026年4月17日，增加水稻育秧田一年生杂草。,2026-05-03T19:10:30.116160
PD20211264,clethodim,240克/升,2021.08.06,2031.08.05,Lowly Toxic,ADAMA Anpon (Jiangsu) Ltd,,2026-05-03T19:10:30.116160
PD20211263,oxyfluorfen、pendimethalin、metolachlor,60%,2021.08.06,2031.08.05,Lowly Toxic,"Anhui Meiland Agricultural Development Co., Ltd",,2026-05-03T19:10:30.116160
PD20211262,Flufenacet,41%,2021.08.06,2031.08.05,Lowly Toxic,"Zhumadian Jinxiu Star Crop Science Co., Ltd",2024年04月28日，变更原持有人河南锦绣之星作物保护有限公司。 2024年6月11日，增加玉米田一年生杂草。 2025年5月30日，增加水稻移栽田一年生禾本科杂草。,2026-05-03T19:10:30.116160
PD20211261,pinoxaden,10%,2021.08.06,2031.08.05,Lowly Toxic,"Zhumadian Jinxiu Star Crop Science Co., Ltd",2024年4月28日，变更原持有人河南锦绣之星作物保护有限公司。,2026-05-03T19:10:30.116160
PD20211260,MCPA,53%,2021.08.06,2031.08.05,Lowly Toxic,"Zhejiang Tianfeng Bioscience Co., Ltd.",2甲4氯二钾胺盐65%。,2026-05-03T19:10:30.116160
PD20211259,glyphosate,30%,2021.08.06,2031.08.05,Lowly Toxic,"Hubei Xianlong Chemical Industry Co., Ltd.",草甘膦异丙胺盐41%。,2026-05-03T19:10:30.116160
PD20211257,benazolin-ethyl,50%,2021.08.06,2031.08.05,Lowly Toxic,"Chengdu Bangnong Chem Co.,Ltd.",,2026-05-03T19:10:30.116160
PD20211256,isoproturon、diflufenican,60%,2021.08.06,2031.08.05,Lowly Toxic,"Zhumadian Jinxiu Star Crop Science Co., Ltd",2024年4月28日，变更原持有人河南锦绣之星作物保护有限公司。,2026-05-03T19:10:30.116160
PD20211253,glyphosate,35%,2021.08.06,2031.08.05,Slightly Toxic,"Shandong Guihe Biotechnology Co., Ltd",草甘膦二甲铵盐44%。,2026-05-03T19:10:30.116160
PD20211252,terbuthylazine、mesotrione,28%,2021.08.06,2031.08.05,Lowly Toxic,"Shandong Sinomey Chemicals Co., Ltd.",质量浓度280克/升（特丁津230克/升，硝磺草酮50克/升）。2025年5月30日，标注质量浓度。,2026-05-03T19:10:30.116160
PD20211250,propanil、cyhalofop-butyl,42%,2021.08.06,2031.08.05,Lowly Toxic,"Nanjing Huiyu Agrochemical Co., Ltd",,2026-05-03T19:10:30.116160
PD20211248,bentazone,480克/升,2021.08.06,2031.08.05,Lowly Toxic,"JILIN JINQIU PESTICIDE CO., LTD",质量分数40%。 2024年1月24日，增加马铃薯田一年生阔叶杂草。,2026-05-03T19:10:30.116160
PD20211245,pinoxaden,5%,2021.08.06,2031.08.05,Lowly Toxic,"Hefei Xingyu Chemical Co.,Ltd.",,2026-05-03T19:10:30.116160
PD20211244,pretilachlor、pyrazosulfuron-ethyl,0.44%,2021.08.06,2031.08.05,Lowly Toxic,"Zhejiang Tianyi Biotechnology Co., Ltd.",,2026-05-03T19:10:30.116160
PD20211243,diflufenican,30%,2021.08.06,2031.08.05,Lowly Toxic,"Hefei Xingyu Chemical Co.,Ltd.",2025年3月16日，增加大蒜田一年生阔叶杂草。,2026-05-03T19:10:30.116160
PD20211242,fluroxypyr-meptyl、MCPA-isooctyl、florasulam,48%,2021.08.06,2031.08.05,Lowly Toxic,"Zhejiang Zhongshan Chemical Industry Group Co., Ltd.",,2026-05-03T19:10:30.116160
PD20211240,"2,4-D",600克/升,2021.08.06,2031.08.05,Lowly Toxic,"SHANDONG VICOME GREENLAND CHEMICAL CO., LTD.","2,4-滴二甲胺盐720克/升。",2026-05-03T19:10:30.116160
PD20211235,sulfentrazone,40%,2021.08.06,2031.08.05,Lowly Toxic,"Hangzhou Nutrichem Co., Ltd.",,2026-05-03T19:10:30.116160
PD20211231,metamifop,10%,2021.08.06,2031.08.05,Lowly Toxic,"Dezhou Luba Fine Chemical Co., Ltd.",2021年12月20日，登记证持有人变更，原持有人为济南绿霸农药有限公司。2022年04月02日，变更原持有人山东绿霸化工股份有限公司。,2026-05-03T19:10:30.116160
PD20211228,haloxyfop-P-methyl、metribuzin、rimsulfuron,24%,2021.08.06,2031.08.05,Lowly Toxic,"HENAN HANSI CROP PROTECTION CO., LTD.",,2026-05-03T19:10:30.116160
PD20211227,metamifop、penoxsulam,11%,2021.08.06,2031.08.05,Lowly Toxic,"Shandong Binnong Technology Co., Ltd.",,2026-05-03T19:10:30.116160
PD20211226,atrazine、mesotrione、nicosulfuron,28%,2021.08.06,2031.08.05,Lowly Toxic,"Shandong Hongye Crop Science Co., LTD",2023年11月23日，变更原持有人山东万豪化工股份有限公司。2024年2月4日，变更原持有人青岛慧至生物科技有限公司。2025年7月4日，变更原持有人山东万豪农化有限公司。,2026-05-03T19:10:30.116160
PD20211225,bentazone,480克/升,2021.08.06,2031.08.05,Lowly Toxic,"Shandong Hongye Crop Science Co., LTD",灭草松钠盐530 克/升。2023年11月23日，变更原持有人山东万豪化工股份有限公司。2024年2月4日，变更原持有人青岛慧至生物科技有限公司。2025年7月4日，变更原持有人山东万豪农化有限公司。,2026-05-03T19:10:30.116160
PD20211220,pretilachlor,5%,2021.08.06,2031.08.05,Lowly Toxic,"LION AGREVO(JIANGSU)CO.,LTD",,2026-05-03T19:10:30.116160
PD20211219,pinoxaden,20%,2021.08.06,2031.08.05,Lowly Toxic,"ANHUI LAMTIN AGRICULTURAL DEVELOPMENT CO., LTD.",,2026-05-03T19:10:30.116160
PD20211216,mesosulfuron-methyl、florasulam,2%,2021.08.06,2031.08.05,Lowly Toxic,"SHENZHEN NOPOSION CROP SCIENCE CO., LTD",本品还有安全剂吡唑解草酯4.5%。2023年9月11日，变更原持有人深圳诺普信农化股份有限公司。,2026-05-03T19:10:30.116160
PD20211214,metribuzin、quizalofop-P-ethyl、rimsulfuron,26%,2021.08.06,2031.08.05,Lowly Toxic,"Jiangsu Fengshan Group Co., Ltd.",2023年2月15日，变更原持有人江苏丰山集团股份有限公司。,2026-05-03T19:10:30.116160
PD20211213,quizalofop-P-tefuryl,40克/升,2021.08.06,2031.08.05,Lowly Toxic,"Jiangsu Fengshan Group Co., Ltd.",2023年2月15日，变更原持有人江苏丰山集团股份有限公司。,2026-05-03T19:10:30.116160
PD20211212,terbuthylazine,90%,2021.08.06,2031.08.05,Lowly Toxic,"Zhejiang Zhongshan Chemical Industry Group Co., Ltd.",,2026-05-03T19:10:30.116160
PD20211211,penoxsulam、bensulfuron-methyl,6%,2021.08.06,2031.08.05,Lowly Toxic,"Zhejiang Zhongshan Chemical Industry Group Co., Ltd.",,2026-05-03T19:10:30.116160
PD20211207,atrazine,90%,2021.08.06,2031.08.05,Lowly Toxic,"HEBEI SHANLI CHEMICAL CO., LTD.",,2026-05-03T19:10:30.116160
PD20211206,picloram,24%,2021.08.06,2031.08.05,Lowly Toxic,"SHANDONG WEIFANG RAINBOW CHEMICAL CO., LTD",氨氯吡啶酸钾盐27.8%。,2026-05-03T19:10:30.116160
PD20211205,glyphosate、MCPA,68.1%,2021.08.06,2031.08.05,Lowly Toxic,"Shandong Hongye Crop Science Co., LTD",草甘膦铵盐69.8%，2甲4氯钠 5.2%。2023年11月23日，变更原持有人山东万豪化工股份有限公司。2024年2月4日，变更原持有人青岛慧至生物科技有限公司。2025年7月4日，变更原持有人山东万豪农化有限公司。,2026-05-03T19:10:30.116160
PD20211203,simetryn、mefenacet、pyrazosulfuron-ethyl,17%,2021.08.06,2031.08.05,Lowly Toxic,"Brightmart Cropscience Co., Ltd",2022年04月02日，变更原持有人广东省佛山市盈辉作物科学有限公司。,2026-05-03T19:10:30.116160
PD20211202,clothianidin、metalaxyl-M、fludioxonil,26%,2021.08.06,2031.08.05,Lowly Toxic,"ANHUI SHARE WORLD BIO-TECH CO., LTD.",,2026-05-03T19:10:30.116160
PD20211201,triticonazole、thiamethoxam、fludioxonil,11%,2021.08.06,2031.08.05,Lowly Toxic,"Jilin Province Bada Pesticide Co., Ltd.",2025年12月22日，变更原持有人吉林省八达农药有限公司。,2026-05-03T19:10:30.116160
PD20211199,thiamethoxam、fludioxonil,33%,2021.08.06,2031.08.05,Lowly Toxic,"Zhejiang Tianyi Biotechnology Co., Ltd.",2023年6月21日，增加玉米灰飞虱、茎基腐病。 2025年1月16日，增加小麦纹枯病、蚜虫。,2026-05-03T19:10:30.116160
PD20211198,oligosaccharins,5%,2021.08.06,2031.08.05,Lowly Toxic,Shandong Donghe Biotechnoiogy CO.Ltd,2023年5月8日，增加烟草病毒病、水稻稻瘟病。 2025年12月9日，增加荆芥疫病、药用百合疫病、山药疫病、三七疫病、丹参疫病。,2026-05-03T19:10:30.116160
PD20211194,"28-epihomobrassinolide、gibberellic acid A4,A7",0.4%,2021.08.06,2031.08.05,Lowly Toxic,"Hebei Sai Feng Biological Technology Co., Ltd.",,2026-05-03T19:10:30.116160
PD20211193,28-epihomobrassinolide,0.004%,2021.08.06,2031.08.05,Lowly Toxic,"Galaxy Biotech Co., Ltd.",,2026-05-03T19:10:30.116160
PD20211192,thidiazuron、28-homobrassinolide,0.16%,2021.08.06,2031.08.05,Lowly Toxic,"SHANDONG SHIBANG AGRICULTURAL CHEMISTRY CO., LTD",2023年1月19日，变更原持有人济南仕邦农化有限公司。 2024年7月11日，增加水稻调节生长。 2025年3月16日，增加辣椒调节生长。,2026-05-03T19:10:30.116160
PD20211189,thidiazuron、diuron,540克/升,2021.08.06,2031.08.05,Lowly Toxic,"Hailir Pesticides and Chemicals Group Co., Ltd.",,2026-05-03T19:10:30.116160
PD20211183,triacontanol,0.1%,2021.08.06,2031.08.05,Lowly Toxic,Shanxi Osire Bio-Technology Co.Ltd.,,2026-05-03T19:10:30.116160
PD20211181,28-epihomobrassinolide,0.01%,2021.08.06,2031.08.05,Slightly Toxic,"Shandong Guihe Biotechnology Co., Ltd",,2026-05-03T19:10:30.116160
PD20211178,4-indol-3-ylbutyric acid、1-naphthyl acetic acid,10%,2021.08.06,2031.08.05,Lowly Toxic,"ZHENGZHOU ZHENG SHI CHEMICAL CO., LTD",吲哚丁酸钾5.9%，萘乙酸钠5.6%。,2026-05-03T19:10:30.116160
PD20211175,difenoconazole、thiamethoxam、fludioxonil,27%,2021.08.06,2031.08.05,Lowly Toxic,"Inner Mongolia Yongtai Chemical Co.,Ltd.",2022年08月08日，变更原持有人江苏苏滨生物农化有限公司。,2026-05-03T19:10:30.116160
PD20211173,copper oxychloride,84%,2021.08.06,2031.08.05,Lowly Toxic,"Ningbo Sunjoy Agroscience Co., Ltd.",2024年5月21日，增加黄瓜细菌性角斑病、水稻稻曲病、水稻细菌性条斑病。,2026-05-03T19:10:30.116160
PD20211172,azoxystrobin、fludioxonil,1.5%,2021.08.06,2031.08.05,Lowly Toxic,"Shandong Quanhui Crop Agriculture Technology Co. , Ltd.",2021年12月20日，登记证持有人变更，原持有人为山东松冈化学有限公司。,2026-05-03T19:10:30.116160
PD20211169,prochloraz,450克/升,2021.08.06,2031.08.05,Lowly Toxic,ADAMA Anpon (Jiangsu) Ltd,2025年10月30日，增加柑橘(果实)青霉病。,2026-05-03T19:10:30.116160
PD20211164,tebuconazole、captan,40%,2021.08.06,2031.08.05,Lowly Toxic,"Anhui Vision Crop-protection Co.,Ltd",,2026-05-03T19:10:30.116160
PD20211161,tebuconazole、pyraclostrobin,40%,2021.08.06,2031.08.05,Lowly Toxic,"Jiangsu Sword Agrochemicals Co., Ltd.",2023年12月28日，增加小麦白粉病、玉米大斑病。,2026-05-03T19:10:30.116160
PD20211156,metalaxyl-M,350克/升,2021.08.06,2031.08.05,Lowly Toxic,"Shanghai Yuelian Biotech Co., Ltd.",精甲霜灵质量分数30%。,2026-05-03T19:10:30.116160
PD20211150,metalaxyl-M、fludioxonil,63克/升,2021.08.06,2031.08.05,Lowly Toxic,"Benxi ZhuangMiao-Tech Economic Development Zone Development Co., Ltd.",质量分数6%（精甲霜灵3.6%，咯菌腈2.4%）。 2024年8月23日，增加绿豆根腐病、水稻恶苗病和烂秧病。,2026-05-03T19:10:30.116160
PD20211148,difenoconazole、fludioxonil,4.8%,2021.08.06,2031.08.05,Lowly Toxic,"Shanghai Yuelian Biotech Co., Ltd.",,2026-05-03T19:10:30.116160
PD20211147,metalaxyl-M、fludioxonil,35克/升,2021.08.06,2031.08.05,Lowly Toxic,"Shanghai Yuelian Biotech Co., Ltd.",咯菌腈质量分数2.5%，精甲霜灵质量分数1.0%。,2026-05-03T19:10:30.116160
PD20211141,epoxiconazole、kresoxim-methyl,23%,2021.08.06,2031.08.05,Lowly Toxic,"Shandong Jingbo Agrochemicals Technology Co., Ltd.",2023年02月15日，变更原持有人京博农化科技有限公司。 2023年5月8日，增加小麦赤霉病。 2026年1月21日，增加大豆叶斑病。,2026-05-03T19:10:30.116160
PD20211140,azoxystrobin、metalaxyl-M、fludioxonil,6%,2021.08.06,2031.08.05,Lowly Toxic,"QINGDAO ZHONGDA AGRITECH CO., LTD.",,2026-05-03T19:10:30.116160
PD20211139,cymoxanil、cyazofamid,24%,2021.08.06,2031.08.05,Lowly Toxic,"Shanghai Yuelian Biotech Co., Ltd.",质量浓度261克/升（氰霜唑87克/升，霜脲氰174克/升）。 2024年3月20日，标注质量浓度。 2024年9月29日，增加叶用莴苣霜霉病。,2026-05-03T19:10:30.116160
PD20211135,metalaxyl-M,10%,2021.08.06,2031.08.05,Lowly Toxic,"SHENZHEN NOPOSION CROP SCIENCE CO., LTD",2023年9月11日，变更原持有人深圳诺普信农化股份有限公司。,2026-05-03T19:10:30.116160
PD20211131,cyazofamid、copper oxychloride,78%,2021.08.06,2031.08.05,Lowly Toxic,"Ningbo Sunjoy Agroscience Co., Ltd.",,2026-05-03T19:10:30.116160
PD20211130,imazalil,75%,2021.08.06,2031.08.05,Moderately Toxic,"SHANDONG AOWEITE BIOTECHNOLOGY CO., LTD",抑霉唑硫酸盐99%。,2026-05-03T19:10:30.116160
PD20211129,epoxiconazole、kresoxim-methyl,30%,2021.08.06,2031.08.05,Lowly Toxic,"Jiangxi Zhonghe Chemical Co., Ltd.",2022年12月30日，增加小麦锈病。,2026-05-03T19:10:30.116160
PD20211126,flutriafol、trifloxystrobin,54%,2021.08.06,2031.08.05,Lowly Toxic,"Zhejiang Zhongshan Chemical Industry Group Co., Ltd.",,2026-05-03T19:10:30.116160
PD20211124,tebuconazole、captan,400克/升,2021.08.06,2031.08.05,Lowly Toxic,ADAMA Anpon (Jiangsu) Ltd,质量分数34.4%（克菌丹27.5%，戊唑醇6.9%）。 2024年11月26日，增加葡萄炭疽病、柑橘树树脂病、桃树褐腐病。 2026年4月17日，增加苹果树黑星病。,2026-05-03T19:10:30.116160
PD20211123,pyraclostrobin,9%,2021.08.06,2031.08.05,Lowly Toxic,"LION AGREVO(JIANGSU)CO.,LTD",,2026-05-03T19:10:30.116160
PD20211122,gibberellic acid,90%,2021.08.06,2031.08.05,Lowly Toxic,"ZHENGZHOU ZHENG SHI CHEMICAL CO., LTD",,2026-05-03T19:10:31.948749
WP20110185,boric acid,8%,2011.08.04,2031.08.03,Slightly Toxic,"Dongchuang Future Health Technology (Zhejiang) Co., LTD",2022年06月30日，变更原持有人广东省中山市多益化工有限公司。2025年1月14日，变更原持有人辽宁东峰日用品有限公司。,2026-05-03T19:10:31.948749
WP20110183,meperfluthrin,0.08%,2011.08.04,2031.08.03,Slightly Toxic,"Guangzhou Chaowei Daily Chemical Products Co.,Ltd",,2026-05-03T19:10:31.948749
WP20110182,empenthrin,125毫克/片,2011.08.04,2031.08.03,Lowly Toxic,"SURYA MAS DAILY CHEMICAL (TIAN JIN) CO.,LTD.",,2026-05-03T19:10:31.948749
WP20110181,prallethrin,1.1%,2011.08.04,2031.08.03,Slightly Toxic,,,2026-05-03T19:10:31.948749
PD20110822,abamectin-aminomethyl,0.5%,2011.08.04,2031.08.03,Lowly Toxic,"QINGDAO ZHENGDAO PHARMACEUTICAL CO.,LTD",甲氨基阿维菌素苯甲酸盐含量为:0.57%。,2026-05-03T19:10:31.948749
PD20110821,prochloraz,45%,2011.08.04,2031.08.03,Lowly Toxic,Shaanxi province pucheng meierguo agrochemicals  limited liability company,2025年7月4日，增加枸杞炭疽病。,2026-05-03T19:10:31.948749
PD20110820,forchlorfenuron,0.5%,2011.08.04,2031.08.03,Slightly Toxic,"Sichuan Xinlanyue Biotechnology Co., Ltd",2023年7月9日，变更原持有人四川省兰月科技有限公司。,2026-05-03T19:10:31.948749
PD20110818,pyridaben,15%,2011.08.04,2031.08.03,Moderately Toxic,"SHENZHEN NOPOSION CROP SCIENCE CO., LTD",2023年9月11日，变更原持有人深圳诺普信农化股份有限公司。,2026-05-03T19:10:31.948749
PD20110817,lactofen,240克/升,2011.08.04,2031.08.03,Lowly Toxic,"SHANDONG SHIBANG AGRICULTURAL CHEMISTRY CO., LTD",2023年1月19日，变更原持有人济南仕邦农化有限公司。,2026-05-03T19:10:31.948749
PD20110816,buprofezin,50%,2011.08.04,2031.08.03,Lowly Toxic,"Hunan dafang agrochemicals  Co.,LTD",,2026-05-03T19:10:31.948749
PD20110813,acetamiprid,20%,2011.08.04,2031.08.03,Lowly Toxic,"Ningbo Sunjoy Agroscience Co., Ltd.",,2026-05-03T19:10:31.948749
PD20110812,fomesafen、clomazone、quizalofop-P-ethyl,18%,2011.08.04,2031.08.03,Lowly Toxic,"SHANDONG VICOME GREENLAND CHEMICAL CO., LTD.",,2026-05-03T19:10:31.948749
PD20110808,abamectin-aminomethyl,5%,2011.08.04,2031.08.03,Slightly Toxic,"Jilin Province Bada Pesticide Co., Ltd.",甲氨基阿维菌素苯甲酸盐含量：5.7%。2025年12月22日，变更原持有人吉林省八达农药有限公司。,2026-05-03T19:10:31.948749
PD20110807,ametryn、diuron、MCPA,55%,2011.08.04,2031.08.03,Lowly Toxic,"Shandong Binnong Technology Co., Ltd.",,2026-05-03T19:10:31.948749
PD20110764,profenofos,40%,2011.08.04,2031.08.03,Lowly Toxic,"QINGDAO ZHONGDA AGRITECH CO., LTD.",,2026-05-03T19:10:31.948749
PD86177-4,dimethoate,96%,,2031.07.31,Moderately Toxic,"Yingde Greatchem Chemicals Co., Ltd.",,2026-05-03T19:10:31.948749
PD86148-55,isoprocarb,20%,,2031.07.31,Moderately Toxic,"Yingde Greatchem Chemicals Co., Ltd.",,2026-05-03T19:10:31.948749
PD85154-23,fenvalerate,20%,,2031.07.31,Moderately Toxic,AnHui JinTai Pesticide Chemical Co.，Ltd,,2026-05-03T19:10:31.948749
PD20160978,atrazine,95%,2016.08.01,2031.07.31,Lowly Toxic,"HEBEI SHANLI CHEMICAL CO., LTD.",,2026-05-03T19:10:31.948749
PD20160973,fenbuconazole,96.5%,2016.07.28,2031.07.27,Lowly Toxic,,,2026-05-03T19:10:31.948749
WP20160059,pyrethrins,0.4%,2016.07.27,2031.07.26,Slightly Toxic,"Guangzhou Chaowei Daily Chemical Products Co.,Ltd",,2026-05-03T19:10:31.948749
WP20160058,fipronil,0.05%,2016.07.27,2031.07.26,Slightly Toxic,Guangzhou Yinong Biochemistry Iimited Company,,2026-05-03T19:10:31.948749
WP20160057,prallethrin、meperfluthrin,10毫克/片,2016.07.27,2031.07.26,Slightly Toxic,"Xiamen Shengweida Industry and Trade Co.,Ltd",,2026-05-03T19:10:31.948749
WP20160056,dimefluthrin,1.24%,2016.07.27,2031.07.26,Slightly Toxic,Earth  Corporation (Tianjin),,2026-05-03T19:10:31.948749
WP20160055,dimefluthrin,1.5%,2016.07.27,2031.07.26,Slightly Toxic,Earth  Corporation (Tianjin),,2026-05-03T19:10:31.948749
WP20160054,fipronil,0.05%,2016.07.27,2031.07.26,Lowly Toxic,"Hebei sunny Biotechnology Co. , Ltd.",,2026-05-03T19:10:31.948749
PD85154-55,fenvalerate,20%,,2031.07.26,Moderately Toxic,ADAMA Huifeng (Jiangsu) Ltd.,,2026-05-03T19:10:31.948749
PD20160972,paclobutrazol,25%,2016.07.27,2031.07.26,Lowly Toxic,"Shandong Lvshi Pesticide Co.,Ltd",,2026-05-03T19:10:31.948749
PD20160970,emamectin benzoate、methoxyfenozide,20%,2016.07.27,2031.07.26,Lowly Toxic,"Shaanxi Tunpsion Biological Technology Co., Ltd.",,2026-05-03T19:10:31.948749
PD20160969,tebuconazole,430克/升,2016.07.27,2031.07.26,Lowly Toxic,"Fu Li biochemistry science-technology develop CO.LTD??，Harbin  city , Heilongjiang? province",,2026-05-03T19:10:31.948749
PD20160968,difenoconazole、azoxystrobin,325克/升,2016.07.27,2031.07.26,Lowly Toxic,"QINGDAO JINER AGROCHEMICAL R&D CO.,LTD",2023年1月19日，变更原持有人山东省青岛金尔农化研制开发有限公司。 2024年8月23日，增加大蒜锈病。,2026-05-03T19:10:31.948749
PD20160967,carfentrazone-ethyl,10%,2016.07.27,2031.07.26,Lowly Toxic,"Shaanxi Sunger Road BIO-Science Co.,LTD.",,2026-05-03T19:10:31.948749
PD20160966,acetamiprid,5%,2016.07.27,2031.07.26,Lowly Toxic,"Shandong Tongfang Biotechnology Co., Ltd",2022年04月22日，变更原持有人山东源丰生物科技有限公司。,2026-05-03T19:10:31.948749
PD20160965,bifenazate、pyridaben,45%,2016.07.27,2031.07.26,Lowly Toxic,"Shaanxi Yitianfeng Crop Technology Co., Ltd",,2026-05-03T19:10:31.948749
PD20160964,metribuzin,95%,2016.07.27,2031.07.26,Lowly Toxic,"Lion Agrevo (Liaoning) Co., Ltd.",2025年12月12日，变更原持有人内蒙古莱科作物保护有限公司。,2026-05-03T19:10:31.948749
PD20160962,abamectin,2.5%,2016.07.27,2031.07.26,Lowly Toxic (technical material is highly toxic),"Brightmart Cropscience Co., Ltd",2022年04月02日，变更原持有人广东省佛山市盈辉作物科学有限公司。,2026-05-03T19:10:31.948749
